Date,Ticker,Volume,StockChange,Target,Daily_Volatility
2023-02-17,AAPL,59144100,0.0013127465719056,1,0.014112200921236332
2023-02-21,AAPL,58867200,-0.0114514064956728,0,0.01924100831136705
2023-02-22,AAPL,51011300,0.0002687482114201,1,0.018741139098826264
2023-02-23,AAPL,48394200,-0.0045972580334593,0,0.02065421360759888
2023-02-24,AAPL,55469600,-0.0027190122685392,0,0.009992530858569243
2023-02-27,AAPL,44998500,0.0014216467776953,1,0.01164444616155898
2023-02-28,AAPL,50547000,0.0024481509886459,1,0.015300917737540328
2023-03-01,AAPL,55479000,-0.0103521368487749,0,0.015119534107596626
2023-03-02,AAPL,52238100,0.0105970267873222,1,0.01946261755333489
2023-03-03,AAPL,70732300,0.0201972820100373,1,0.025533632469104957
2023-03-06,AAPL,87558000,0.0002601505082806,1,0.01846671735401343
2023-03-07,AAPL,56182000,-0.0136629205362555,0,0.01886788519235265
2023-03-08,AAPL,47204800,0.0003926284899699,1,0.010732278096003526
2023-03-09,AAPL,53833600,-0.0193409824688873,0,0.028067189548822234
2023-03-10,AAPL,68572400,-0.0113841065004715,0,0.022168974650257238
2023-03-13,AAPL,84457100,0.0179961011166034,1,0.036804022266827864
2023-03-14,AAPL,73695900,0.0086594233815728,1,0.02181377458749938
2023-03-15,AAPL,77167900,0.0119055693014847,1,0.022025277976599093
2023-03-16,AAPL,76161100,0.0242508041048708,1,0.03167722928636484
2023-03-17,AAPL,98944600,-0.0069195400972874,0,0.015761190959812856
2023-03-20,AAPL,73641400,0.015025385066205,1,0.023666816627287233
2023-03-21,AAPL,73938300,0.0124586280436587,1,0.018179509771172535
2023-03-22,AAPL,75701800,-0.0092278794258749,0,0.02718142968049937
2023-03-23,AAPL,67622100,0.0006295463298736,1,0.024365739037723086
2023-03-24,AAPL,59196500,0.0087498387530402,1,0.01567411698859551
2023-03-27,AAPL,52390300,-0.0103789148228724,0,0.018131856389934965
2023-03-28,AAPL,45992200,-0.0020257474314484,0,0.01588915456244265
2023-03-29,AAPL,51305700,0.0087846470362503,1,0.010666982495620777
2023-03-30,AAPL,49501700,0.0051383757650411,1,0.007428941727918916
2023-03-31,AAPL,68749800,0.0151440003577041,1,0.01902238544354393
2023-04-03,AAPL,56976200,0.0115662862791005,1,0.012601156702938649
2023-04-04,AAPL,46278300,-0.0058223360454165,0,0.010384127636010636
2023-04-05,AAPL,51511700,-0.0059488342457825,0,0.019728055673367457
2023-04-06,AAPL,45390100,0.0137290592063211,1,0.01822327677977257
2023-04-10,AAPL,47716900,0.0037789655387873,1,0.012080268680224372
2023-04-11,AAPL,47644200,-0.0095472928456159,0,0.01139517113621812
2023-04-12,AAPL,50133100,-0.0069469985653595,0,0.014142158305628906
2023-04-13,AAPL,68445600,0.0243147469965778,1,0.027098959045309404
2023-04-14,AAPL,49386500,0.0037669991480147,1,0.01518925849459095
2023-04-17,AAPL,41516200,0.0008480186125991,1,0.008237934705432135
2023-04-18,AAPL,49923000,0.0022275442720749,1,0.010596084894350603
2023-04-19,AAPL,47720200,0.0110374052917442,1,0.015802233581133814
2023-04-20,AAPL,52456400,0.0033716513392805,1,0.013908107709836586
2023-04-21,AAPL,58337300,-0.0001817557027701,0,0.011875137345277656
2023-04-24,AAPL,41949600,0.0020000110973011,1,0.010363677053740469
2023-04-25,AAPL,48714100,-0.0085961507836952,0,0.015618389690198206
2023-04-26,AAPL,45498800,0.0042928796683604,1,0.015209099501230493
2023-04-27,AAPL,64902300,0.0194927124711755,1,0.020400720790489994
2023-04-28,AAPL,55275900,0.0070626573910668,1,0.011692095415018587
2023-05-01,AAPL,52472900,0.0018312710351441,1,0.010692329700176759
2023-05-02,AAPL,48425700,-0.0091128407615381,0,0.016520741242186825
2023-05-03,AAPL,65136000,-0.0120944132847069,0,0.022182858447409547
2023-05-04,AAPL,81235400,0.0054581472485641,1,0.016556466357234175
2023-05-05,AAPL,113453200,0.0151480387261614,1,0.02070422642051618
2023-05-08,AAPL,55962800,0.0059137540452645,1,0.0100881582575681
2023-05-09,AAPL,45326900,-0.0073966989698002,0,0.01121055849988606
2023-05-10,AAPL,53724500,0.0031209875898653,1,0.012310743441309129
2023-05-11,AAPL,49514700,-0.0005752436008318,0,0.013920034995594788
2023-05-12,AAPL,45533100,-0.0060476202194341,0,0.017624684049370943
2023-05-15,AAPL,37266700,-0.006294735012928,0,0.010048541559050503
2023-05-16,AAPL,42110300,0.0004651539537153,1,0.0077911291068823475
2023-05-17,AAPL,57951600,0.005707272082122,1,0.014617636763700745
2023-05-18,AAPL,65496700,0.0118497286228774,1,0.015375743711614879
2023-05-19,AAPL,55809500,-0.006973160223341,0,0.008220403386016924
2023-05-22,AAPL,43570900,0.0012645202098273,1,0.007242268057060044
2023-05-23,AAPL,50747300,-0.0090683722055079,0,0.012129648497018647
2023-05-24,AAPL,45143500,0.0043836578178352,1,0.01110523079755068
2023-05-25,AAPL,56058300,0.0033640845585234,1,0.012818232168298698
2023-05-26,AAPL,54835000,0.012173928354477,1,0.01534735489096463
2023-05-30,AAPL,55964400,0.0019213173880603,1,0.013675396005484352
2023-05-31,AAPL,99625300,-0.0004511466205866,0,0.014605602943303422
2023-06-01,AAPL,68901800,0.013449631011218,1,0.01795161787388988
2023-06-02,AAPL,61996900,-0.0004419258222071,0,0.01392036838896079
2023-06-05,AAPL,121946500,-0.016700448832134,0,0.03783608102372492
2023-06-06,AAPL,64848400,-0.004222895491921,0,0.014946949064624572
2023-06-07,AAPL,61944600,-0.0034745298627256,0,0.02180004111424379
2023-06-08,AAPL,50214900,0.0150085076972402,1,0.01899938021352691
2023-06-09,AAPL,48900000,-0.0029751696205665,0,0.008815376554967195
2023-06-12,AAPL,54274900,0.0139018533363311,1,0.01610855684957317
2023-06-13,AAPL,54929100,0.0027899042577781,1,0.00935443887598798
2023-06-14,AAPL,57462900,0.003163013832683,1,0.012924661505678134
2023-06-15,AAPL,65433200,0.011143660133462,1,0.01489457160884918
2023-06-16,AAPL,101256200,-0.0096931269748153,0,0.014566493241246016
2023-06-20,AAPL,49799100,0.0032535699409555,1,0.00916437507643458
2023-06-21,AAPL,49515700,-0.0050837599440021,0,0.015251527405660797
2023-06-22,AAPL,51245300,0.0177424317479799,1,0.018395584966597
2023-06-23,AAPL,53117000,0.0060899466744186,1,0.013742942655983189
2023-06-26,AAPL,48088700,-0.0083498236006249,0,0.015093974718090462
2023-06-27,AAPL,50730800,0.011673560579215,1,0.014632316045155734
2023-06-28,AAPL,51216800,0.0070239311215003,1,0.012238535000300444
2023-06-29,AAPL,46347300,0.0026972419182204,1,0.005976332091545733
2023-06-30,AAPL,85213200,0.0122110122541697,1,0.016803220469948085
2023-07-03,AAPL,31458200,-0.0068118075846056,0,0.010940295125045726
2023-07-05,AAPL,46920300,-0.0012528343894556,0,0.012319259383632986
2023-07-06,AAPL,45094300,0.0103771663437919,1,0.01485465327969943
2023-07-07,AAPL,46815000,-0.0038138601554849,0,0.012695222973146151
2023-07-10,AAPL,59922200,-0.0034343966783792,0,0.015587088093911553
2023-07-11,AAPL,46638100,-0.0057094618848911,0,0.014273614379206564
2023-07-12,AAPL,60750200,0.0004745444968122,1,0.017028658014870326
2023-07-13,AAPL,41342300,0.0002099385098835,1,0.00740159402682092
2023-07-14,AAPL,41616200,0.0024181607748444,1,0.008147967343639982
2023-07-17,AAPL,50520200,0.0108911498861593,1,0.013079780330680652
2023-07-18,AAPL,48288200,0.0019652940885867,1,0.009878477382032253
2023-07-19,AAPL,80507300,0.0103573274820501,1,0.028896953157336716
2023-07-20,AAPL,59581200,-0.010046601526833,0,0.020349588883210742
2023-07-21,AAPL,71951700,-0.0111283029066851,0,0.019268446035851504
2023-07-24,AAPL,45377800,-0.0034124587643481,0,0.013753185521657062
2023-07-25,AAPL,37283200,0.0014999911208102,1,0.007862226545620563
2023-07-26,AAPL,47471900,0.0042856500175656,1,0.011979098917561154
2023-07-27,AAPL,47460200,-0.0142842719657627,0,0.0237220375223593
2023-07-28,AAPL,48291400,0.0059588209432388,1,0.012790905206682864
2023-07-31,AAPL,38824100,0.0019891838952608,1,0.0062736458310957725
2023-08-01,AAPL,35175100,-0.0032103794597297,0,0.0073888957789124445
2023-08-02,AAPL,50389300,-0.0126127539979413,0,0.017073352578413702
2023-08-03,AAPL,61235200,-0.0020880573157595,0,0.008769601772463298
2023-08-04,AAPL,115956800,-0.0190275910845311,0,0.029430824644917787
2023-08-07,AAPL,97576100,-0.0180091071836697,0,0.031735565938275166
2023-08-08,AAPL,67823000,0.0006121687843341,1,0.014970239884566763
2023-08-09,AAPL,60378500,-0.0148172319794935,0,0.021673015285954337
2023-08-10,AAPL,54686900,-0.0084131632648809,0,0.01755066843920736
2023-08-11,AAPL,52036700,0.0026504959536501,1,0.011673764831538888
2023-08-14,AAPL,43675600,0.0083722283696356,1,0.013373067744495993
2023-08-15,AAPL,43622600,-0.0079942301852413,0,0.013584484623494831
2023-08-16,AAPL,46964900,-0.0031615059174431,0,0.011516926719910843
2023-08-17,AAPL,66062900,-0.0177260889718165,0,0.022750360128613572
2023-08-18,AAPL,61172200,0.0127104028010282,1,0.018224023993227676
2023-08-21,AAPL,46311900,0.0043981777658002,1,0.01365167812680965
2023-08-22,AAPL,42038900,0.0009601161825897,1,0.008076317042238924
2023-08-23,AAPL,52722800,0.0145641428551524,1,0.018037201118305396
2023-08-24,AAPL,54945800,-0.0237449124348871,0,0.028172976411501332
2023-08-25,AAPL,51449600,0.0069342411415066,1,0.018773178941254413
2023-08-28,AAPL,43820700,0.0005553118193638,1,0.011327632448308237
2023-08-29,AAPL,53003900,0.0245965400334335,1,0.030050050017750875
2023-08-30,AAPL,60813900,0.0146533547058685,1,0.01681626781278375
2023-08-31,AAPL,60794500,0.0001597038963039,1,0.008730831673880531
2023-09-01,AAPL,45766500,-0.0001583132536135,0,0.008654806808307504
2023-09-05,AAPL,45280000,0.0075419491085181,1,0.012587609584412924
2023-09-06,AAPL,81755800,-0.0291400764980462,0,0.03917200170859584
2023-09-07,AAPL,112488800,0.0135860542431769,1,0.026658372091483723
2023-09-08,AAPL,65551300,-0.0009532572016606,0,0.013737101896196294
2023-09-11,AAPL,58953100,-0.0039429482145174,0,0.016438088484872847
2023-09-12,AAPL,90370200,-0.0177725909174799,0,0.029583806318374532
2023-09-13,AAPL,84267900,-0.0130303544532697,0,0.01880917470704585
2023-09-14,AAPL,60895800,0.0100000315699083,1,0.014482783175062859
2023-09-15,AAPL,109259500,-0.0083295628756281,0,0.01518581562025189
2023-09-18,AAPL,67257600,0.0084429143769043,1,0.018189068401967694
2023-09-19,AAPL,51826900,0.0087314275262118,1,0.014082919895399268
2023-09-20,AAPL,58436200,-0.0210308441883172,0,0.023987521943128386
2023-09-21,AAPL,63149100,-0.0035520502156206,0,0.013978816377807401
2023-09-22,AAPL,56725400,0.0006869818425911,1,0.01734699038793246
2023-09-25,AAPL,46172700,0.0107922211007333,1,0.016188331651099893
2023-09-26,AAPL,64588900,-0.0163596870525663,0,0.020249360129402108
2023-09-27,AAPL,66921800,-0.0126868410575467,0,0.023114299312001863
2023-09-28,AAPL,56294400,0.0079721632969798,1,0.026042303988893133
2023-09-29,AAPL,51861100,-0.0047087404864308,0,0.015870311118026014
2023-10-02,AAPL,52164500,0.0147763039438115,1,0.019682340567400296
2023-10-03,AAPL,49594600,0.0008127214333731,1,0.016312537142698272
2023-10-04,AAPL,53020300,0.0150213769316072,1,0.018937433879917136
2023-10-05,AAPL,48527900,0.0064446194789394,1,0.01593880188429675
2023-10-06,AAPL,57266700,0.0212313140196398,1,0.027675562329825664
2023-10-09,AAPL,42390800,0.0123296644119225,1,0.01838131352794679
2023-10-10,AAPL,43698000,0.001628260955613,1,0.009938260594062926
2023-10-11,AAPL,47551100,0.0089787100500362,1,0.012626262842493272
2023-10-12,AAPL,56743100,0.0035541698429329,1,0.018326222677472977
2023-10-13,AAPL,51427100,-0.0141659799987232,0,0.020890713947662013
2023-10-16,AAPL,52517000,0.0111456929035537,1,0.01454035261227028
2023-10-17,AAPL,57549400,0.0028304558011646,1,0.02049247235926186
2023-10-18,AAPL,54764400,0.0014807751687239,1,0.014067668270557268
2023-10-19,AAPL,59302900,-0.0032946295977354,0,0.015053362858160878
2023-10-20,AAPL,64244000,-0.0138611186448113,0,0.015857616895851738
2023-10-23,AAPL,55980100,0.012228636669054,1,0.023872223647721104
2023-10-24,AAPL,43816600,0.0022536803396171,1,0.012828669064161403
2023-10-25,AAPL,57157000,-0.0045380425712034,0,0.014021431194120063
2023-10-26,AAPL,70625300,-0.0204261068690257,0,0.03351533061874894
2023-10-27,AAPL,58499100,0.0078485263306666,1,0.012761397376303817
2023-10-30,AAPL,51131000,0.0075138384899378,1,0.013607874769960336
2023-10-31,AAPL,44846000,0.0083849903617796,1,0.017714791212739764
2023-11-01,AAPL,56934900,0.0173684281912462,1,0.024035091288605696
2023-11-02,AAPL,77334800,0.0116795977772173,1,0.013217821381933942
2023-11-03,AAPL,79829200,0.0138314297942033,1,0.01991506606580797
2023-11-06,AAPL,63841300,0.0161582422373789,1,0.018255958004159443
2023-11-07,AAPL,70530000,0.0147338696079449,1,0.019366008274048472
2023-11-08,AAPL,49340300,0.0029613011684039,1,0.010200167524511495
2023-11-09,AAPL,53763500,-0.0030061381262297,0,0.012625696730577616
2023-11-10,AAPL,66133400,0.0132086354278275,1,0.016524479669242004
2023-11-13,AAPL,43627500,-0.0054892058565105,0,0.00979438162573202
2023-11-14,AAPL,60108400,-0.0013851598884556,0,0.009643034565913554
2023-11-15,AAPL,53790500,0.0008516816509025,1,0.009156247882979893
2023-11-16,AAPL,54412900,0.0007385102296745,1,0.012185539526999545
2023-11-17,AAPL,50922700,-0.0029434825681669,0,0.009513784802069564
2023-11-20,AAPL,46505100,0.0082152697014479,1,0.010690393310978897
2023-11-21,AAPL,38134500,-0.0040228005732668,0,0.009299403088874359
2023-11-22,AAPL,39617700,-0.000940038275662,0,0.010966581985927787
2023-11-24,AAPL,24048300,-0.0047152193613868,0,0.008644595476996409
2023-11-27,AAPL,40552600,-0.0006845244527479,0,0.009319736149567624
2023-11-28,AAPL,38415400,0.0032669149603511,1,0.008852397225084201
2023-11-29,AAPL,43014200,-0.0080146612268962,0,0.016343610355898302
2023-11-30,AAPL,48794400,0.0005794385402103,1,0.011220000652661901
2023-12-01,AAPL,45704800,0.0047811887424723,1,0.012241905157563751
2023-12-04,AAPL,43389500,-0.0028950577120056,0,0.013685683556096685
2023-12-05,AAPL,66628400,0.0168760388085517,1,0.022186010576463727
2023-12-06,AAPL,41089700,-0.0109539195549094,0,0.0136281508772136
2023-12-07,AAPL,47477700,0.0033052697077386,1,0.007281948182373311
2023-12-08,AAPL,53406400,0.007775539595026,1,0.01194648486445172
2023-12-11,AAPL,60943700,0.0003624466118196,1,0.010719317061137497
2023-12-12,AAPL,52696900,0.0084421217492982,1,0.015537600847057109
2023-12-13,AAPL,70404200,0.0147112124140173,1,0.016146362989461854
2023-12-14,AAPL,66831600,0.0004544810420607,1,0.0174729389982107
2023-12-15,AAPL,128538400,0.0002025441460493,1,0.0070875001525649295
2023-12-18,AAPL,55751900,-0.0010199242795514,0,0.011423354250587282
2023-12-19,AAPL,40714100,0.003976339542899,1,0.005403739492274977
2023-12-20,AAPL,52242800,-0.0105129107648319,0,0.014474306414782794
2023-12-21,AAPL,46482500,-0.0072412717161506,0,0.018256000610040162
2023-12-22,AAPL,37149600,-0.008095023217314,0,0.012501293846544206
2023-12-26,AAPL,28919300,-0.0028923999629584,0,0.005474911188740898
2023-12-27,AAPL,48087700,0.0034286892019635,1,0.012520149583532234
2023-12-28,AAPL,34049900,-0.0028845037619979,0,0.007674902121399254
2023-12-29,AAPL,42672100,-0.0070654727195034,0,0.013769975518260013
2024-01-02,AAPL,82488700,-0.0080683652475624,0,0.02431206625779775
2024-01-03,AAPL,58414500,0.0001628421403653,1,0.013299382210382111
2024-01-04,AAPL,71983600,-0.0013175418194709,0,0.012132811030090142
2024-01-05,AAPL,62379700,-0.0044508642943759,0,0.014231530631982738
2024-01-08,AAPL,59144500,0.0190565176038782,1,0.02251637204664216
2024-01-09,AAPL,42841800,0.006633325537457,1,0.013157884912125425
2024-01-10,AAPL,46792900,0.009980994179395,1,0.01345264792747795
2024-01-11,AAPL,49128400,-0.0050927253266541,0,0.018387520413968482
2024-01-12,AAPL,40477800,-0.0007524421771764,0,0.00833066253948377
2024-01-16,AAPL,65603000,0.008069835261037,1,0.018280642095459872
2024-01-17,AAPL,47317400,0.0077783878749238,1,0.014508686280331104
2024-01-18,AAPL,78005800,0.013649355660741,1,0.01778707949772688
2024-01-19,AAPL,68903000,0.0117783536997426,1,0.016531926233310082
2024-01-22,AAPL,60133900,0.0082683115582825,1,0.015964676419648757
2024-01-23,AAPL,42355600,0.0008203691919562,1,0.009845134483039263
2024-01-24,AAPL,53631300,-0.0047077994962928,0,0.010439098168234821
2024-01-25,AAPL,54822100,-0.0053785628787633,0,0.016186884757453057
2024-01-26,AAPL,44594000,-0.0095228602606144,0,0.014515838798637805
2024-01-29,AAPL,47145600,-0.001458251066649,0,0.013645097610240539
2024-01-30,AAPL,55859400,-0.0151880649324038,0,0.022677290120929356
2024-01-31,AAPL,55467800,-0.0141146251305182,0,0.01470273791013803
2024-02-01,AAPL,64885400,0.0155986468367931,1,0.017011737217105232
2024-02-02,AAPL,102551700,0.0333037110688151,1,0.04492383967327582
2024-02-05,AAPL,69668800,-0.0024980134783405,0,0.01812385741551218
2024-02-06,AAPL,43490800,0.0130579173361678,1,0.013593028351901367
2024-02-07,AAPL,53439000,-0.0064519289313733,0,0.012799005713481432
2024-02-08,AAPL,40962000,-0.0056496756369289,0,0.01156337287963948
2024-02-09,AAPL,45155200,0.0010602290670679,1,0.01054866449800154
2024-02-12,AAPL,41781900,-0.0067402838594775,0,0.009977735384153981
2024-02-13,AAPL,56529500,-0.003929649402696,0,0.014534166684257908
2024-02-14,AAPL,54630500,-0.0063134760494986,0,0.016673841008891577
2024-02-15,AAPL,65434500,0.0016888997735746,1,0.017107051688596497
2024-02-16,AAPL,49752500,-0.0060516880461921,0,0.017337302182509274
2024-02-20,AAPL,53665600,-0.0012651726499435,0,0.013367032100367073
2024-02-21,AAPL,41371400,0.0020886274470337,1,0.012256764304800322
2024-02-22,AAPL,52292200,0.0048506617090292,1,0.013625463583029539
2024-02-23,AAPL,45119700,-0.0134586795757296,0,0.015188355451196539
2024-02-26,AAPL,40867400,-0.0059262609663123,0,0.011578141718343649
2024-02-27,AAPL,54318900,0.0084483640404868,1,0.024075099190551275
2024-02-28,AAPL,48953900,-0.0059722556062528,0,0.01638261094935819
2024-02-29,AAPL,136682600,-0.0028686724786486,0,0.0167706099921118
2024-03-01,AAPL,73563100,0.0006126461068333,1,0.0175438253575319
2024-03-04,AAPL,81510100,-0.0059607597465247,0,0.01765541140000927
2024-03-05,AAPL,95132400,-0.0037479468859014,0,0.014171926954755495
2024-03-06,AAPL,68587700,-0.0113410643580871,0,0.014965584320822466
2024-03-07,AAPL,71765100,-0.0008867508241009,0,0.01324262675259576
2024-03-08,AAPL,76267000,0.0102366611096985,1,0.02816564796944338
2024-03-11,AAPL,60139500,-0.0010986610311321,0,0.013472891165501759
2024-03-12,AAPL,59825400,0.0004620377353435,1,0.017441549979299566
2024-03-13,AAPL,52488700,-0.009492384957415,0,0.014064987407988696
2024-03-14,AAPL,72913500,0.0005204808049537,1,0.013070351390728456
2024-03-15,AAPL,121752700,0.0084710928536146,1,0.013612209242153301
2024-03-18,AAPL,75604200,-0.0105371420307529,0,0.023865137931382112
2024-03-19,AAPL,55215200,0.0099805295956972,1,0.02053459852159358
2024-03-20,AAPL,53423100,0.0167880544488331,1,0.02037333147157352
2024-03-21,AAPL,106181300,-0.0320813772192359,0,0.037560062358933714
2024-03-22,AAPL,71160100,0.0030275051763595,1,0.0174080437167518
2024-03-25,AAPL,54288300,0.0016415475597926,1,0.014598143789904844
2024-03-26,AAPL,57388400,-0.0017058428596047,0,0.010823507869944739
2024-03-27,AAPL,60273300,0.0170177444643126,1,0.020480050573111256
2024-03-28,AAPL,65672700,-0.001572077277793,0,0.010014563148198671
2024-04-01,AAPL,46240500,-0.0067761180300609,0,0.010339413792968174
2024-04-02,AAPL,49329500,-0.0014194788890756,0,0.006564943212271111
2024-04-03,AAPL,47691700,0.0050950923903036,1,0.012441441603511695
2024-04-04,AAPL,53704400,-0.0086322509828518,0,0.018204186781062014
2024-04-05,AAPL,42104800,-5.893335132816124e-05,0,0.008491081269541359
2024-04-08,AAPL,37425500,-0.0034313544059832,0,0.005679414672016716
2024-04-09,AAPL,42373800,0.0057498591478974,1,0.010254865197595954
2024-04-10,AAPL,49709300,-0.0060426792299772,0,0.011729832297052595
2024-04-11,AAPL,91070300,0.0398003866816891,1,0.043364638294902204
2024-04-12,AAPL,101670900,0.0131413325898621,1,0.02381495482212693
2024-04-15,AAPL,73531800,-0.0152258106731991,0,0.023551578857423282
2024-04-16,AAPL,73711200,-0.0137990982077874,0,0.031965008642649305
2024-04-17,AAPL,50901200,-0.0094923684013789,0,0.015624042727128215
2024-04-18,AAPL,43122900,-0.0058918377691854,0,0.012438233369481773
2024-04-19,AAPL,68149400,-0.0072799871547458,0,0.013958197290874223
2024-04-22,AAPL,48116400,0.0019332531245162,1,0.015043439887037897
2024-04-23,AAPL,49537800,0.0093739808633475,1,0.012881795005674249
2024-04-24,AAPL,48251800,0.0148913839696583,1,0.018554079875466954
2024-04-25,AAPL,50558300,0.00212352157697,1,0.014510745777033606
2024-04-26,AAPL,44838400,-0.0034141853919463,0,0.012714878738079733
2024-04-29,AAPL,68169400,0.0007498695649418,1,0.01690022932630739
2024-04-30,AAPL,65934800,-0.0173080249714882,0,0.028789046561182485
2024-05-01,AAPL,50383100,-0.0016511308896895,0,0.021228954267273625
2024-05-02,AAPL,94214900,0.0030143428729883,1,0.014665809865274994
2024-05-03,AAPL,163224100,-0.0175193630892129,0,0.023252057218376004
2024-05-06,AAPL,78569700,-0.0035097305633492,0,0.02072935921455925
2024-05-07,AAPL,77305800,-0.0057236471475878,0,0.019514781312728335
2024-05-08,AAPL,45057100,-0.0006015893173626,0,0.008859777532954666
2024-05-09,AAPL,48983000,0.0110101325181047,1,0.01396802742035189
2024-05-10,AAPL,50759500,-0.0100053591443721,0,0.01600860764081621
2024-05-13,AAPL,72044800,0.0045297472326988,1,0.013373656997830071
2024-05-14,AAPL,52393600,-0.0004266536899277,0,0.010719480691743924
2024-05-15,AAPL,70400000,0.009632257587778,1,0.017455157870119812
2024-05-16,AAPL,52845200,-0.0033076331116441,0,0.007560258477331854
2024-05-17,AAPL,41282900,0.0018996391788643,1,0.00860115524278426
2024-05-20,AAPL,44361300,0.0090318039325008,1,0.015370008102075982
2024-05-21,AAPL,42309400,0.0065938028665667,1,0.00947196396086209
2024-05-22,AAPL,34648500,-0.0071254503850489,0,0.013262615047037296
2024-05-23,AAPL,51005900,-0.021468169109061,0,0.02288195211514136
2024-05-24,AAPL,36327000,0.006143355356027,1,0.013452009566764182
2024-05-28,AAPL,52280100,-0.0079368652147165,0,0.020364440542789446
2024-05-29,AAPL,53068000,0.003586270099638,1,0.014450743549095592
2024-05-30,AAPL,49889100,0.0027783539240869,1,0.008125329406597546
2024-05-31,AAPL,75158300,0.0042310778743416,1,0.013894711806241062
2024-06-03,AAPL,50080500,0.0058579829889413,1,0.012804568682509105
2024-06-04,AAPL,47471400,-0.0014898956383178,0,0.011765354254535934
2024-06-05,AAPL,54156800,0.0024053287378919,1,0.010388939829611057
2024-06-06,AAPL,41181800,-0.0061832832478475,0,0.011906596157115272
2024-06-07,AAPL,53103900,0.0115078631564474,1,0.014384809347832966
2024-06-10,AAPL,97010200,-0.0191975566097992,0,0.02615545614481273
2024-06-11,AAPL,172373300,0.0697134026620028,1,0.06986831503092836
2024-06-12,AAPL,198134300,0.0274871598651969,1,0.06413658371473531
2024-06-13,AAPL,97862700,-0.0023283970718531,0,0.02398246141727084
2024-06-14,AAPL,70122700,-0.0063596005215601,0,0.018096773470813912
2024-06-17,AAPL,93728300,0.0154661064220645,1,0.029198087219889535
2024-06-18,AAPL,79943300,-0.0151661524302491,0,0.025874373719230213
2024-06-20,AAPL,86172500,-0.0198663120904277,0,0.0251951553039934
2024-06-21,AAPL,241805100,-0.0137838961210009,0,0.022719705276695246
2024-06-24,AAPL,80727000,0.0020219438016421,1,0.029414599337786774
2024-06-25,AAPL,55549700,-0.0003824364073623,0,0.013244104008111575
2024-06-26,AAPL,66213200,0.0082742316784868,1,0.019952724447769292
2024-06-27,AAPL,49772700,-0.0027481314042635,0,0.015790206116252068
2024-06-28,AAPL,82542700,-0.0238680495587808,0,0.02674145691342204
2024-07-01,AAPL,60402900,0.0219718220688038,1,0.02635671853652585
2024-07-02,AAPL,58046200,0.0190608859232707,1,0.0244274759583176
2024-07-03,AAPL,37369800,0.007045468417081,1,0.011454564874822219
2024-07-05,AAPL,60412400,0.021159497272969,1,0.021655777955940342
2024-07-08,AAPL,59085900,0.0032146329565392,1,0.020256313257723757
2024-07-09,AAPL,48076100,0.0032904840262371,1,0.013293550110392653
2024-07-10,AAPL,62627700,0.0160488121535288,1,0.016703016921417787
2024-07-11,AAPL,64710600,-0.0165088900795449,0,0.028609685529406747
2024-07-12,AAPL,53046500,0.0070766867470964,1,0.017298649071911316
